from_city,to_city,distance_km
Первый контейнерный терминал,"Лесозаводск, Приморский край",9480.57
Первый контейнерный терминал,"Дальнереченск, Приморский край",9415.94
Первый контейнерный терминал,"Ставрополь, Ставропольский край",2119.74
Первый контейнерный терминал,"Пятигорск, Ставропольский край",2316.56
Первый контейнерный терминал,"Кисловодск, Ставропольский край",2341.0
Первый контейнерный терминал,"Невинномысск, Ставропольский край",2188.29
Первый контейнерный терминал,"Ессентуки, Ставропольский край",2324.44
Первый контейнерный терминал,"Минеральные Воды, Ставропольский край",2297.26
Первый контейнерный терминал,"Будённовск, Ставропольский край",2188.48
Первый контейнерный терминал,"Георгиевск, Ставропольский край",2327.14
Первый контейнерный терминал,"Михайловск, Ставропольский край",2112.0
Первый контейнерный терминал,"Светлоград, Ставропольский край",2177.64
Первый контейнерный терминал,"Зеленокумск, Ставропольский край",2363.97
Первый контейнерный терминал,"Хабаровск, Хабаровский край",9050.95
Первый контейнерный терминал,"Комсомольск-на-Амуре, Хабаровский край",9416.94
Первый контейнерный терминал,"Амурск, Хабаровский край",9369.4
Первый контейнерный терминал,"Советская Гавань, Хабаровский край",9612.31
Первый контейнерный терминал,"Николаевск-на-Амуре, Хабаровский край",9956.23
Первый контейнерный терминал,"Вяземский, Хабаровский край",9190.56
Первый контейнерный терминал,"Бикин, Хабаровский край",9286.97
Первый контейнерный терминал,"Благовещенск, Амурская область",8528.6
Первый контейнерный терминал,"Белогорск, Амурская область",8414.7
Первый контейнерный терминал,"Свободный, Амурская область",8348.02
Первый контейнерный терминал,"Тында, Амурская область",машрут не может быть построен
Первый контейнерный терминал,"Шимановск, Амурская область",8247.5
Первый контейнерный терминал,"Завитинск, Амурская область",8515.92
Первый контейнерный терминал,"Райчихинск, Амурская область",8554.37
Первый контейнерный терминал,"Сковородино, Амурская область",7862.67
Первый контейнерный терминал,"Архангельск, Архангельская область",1439.34
Первый контейнерный терминал,"Северодвинск, Архангельская область",1467.63
Первый контейнерный терминал,"Котлас, Архангельская область",1180.9
Первый контейнерный терминал,"Новодвинск, Архангельская область",1427.95
Первый контейнерный терминал,"Коряжма, Архангельская область",1212.37
Первый контейнерный терминал,"Мирный, Архангельская область",машрут не может быть построен
Первый контейнерный терминал,"Вельск, Архангельская область",925.84
Первый контейнерный терминал,"Няндома, Архангельская область",769.03
Первый контейнерный терминал,"Онега, Архангельская область",916.48
Первый контейнерный терминал,"Астрахань, Астраханская область",2103.38
Первый контейнерный терминал,"Ахтубинск, Астраханская область",1827.03
Первый контейнерный терминал,"Знаменск, Астраханская область",1782.89
Первый контейнерный терминал,"Харабали, Астраханская область",1971.42
Первый контейнерный терминал,"Камызяк, Астраханская область",2132.23
Первый контейнерный терминал,"Нариманов, Астраханская область",2057.29
Первый контейнерный терминал,"Красный Яр, Астраханская область",2138.82
Первый контейнерный терминал,"Белгород, Белгородская область",1385.52
Первый контейнерный терминал,"Старый Оскол, Белгородская область",1339.6
Первый контейнерный терминал,"Губкин, Белгородская область",1356.36
Первый контейнерный терминал,"Шебекино, Белгородская область",1420.23
Первый контейнерный терминал,"Алексеевка, Белгородская область",1398.46
Первый контейнерный терминал,"Валуйки, Белгородская область",1475.74
Первый контейнерный терминал,"Строитель, Белгородская область",1357.19
Первый контейнерный терминал,"Новый Оскол, Белгородская область",1407.46
Первый контейнерный терминал,"Брянск, Брянская область",машрут не может быть построен
Первый контейнерный терминал,"Клинцы, Брянская область",1250.33
Первый контейнерный терминал,"Новозыбков, Брянская область",1278.82
Первый контейнерный терминал,"Дятьково, Брянская область",1062.91
Первый контейнерный терминал,"Унеча, Брянская область",1220.05
Первый контейнерный терминал,"Карачев, Брянская область",1088.95
Первый контейнерный терминал,"Стародуб, Брянская область",1222.42
Первый контейнерный терминал,"Сельцо, Брянская область",1118.21
Первый контейнерный терминал,"Владимир, Владимирская область",893.43
Первый контейнерный терминал,"Ковров, Владимирская область",973.33
Первый контейнерный терминал,"Муром, Владимирская область",1019.17
Первый контейнерный терминал,"Александров, Владимирская область",781.73
Первый контейнерный терминал,"Гусь-Хрустальный, Владимирская область",962.0
Первый контейнерный терминал,"Вязники, Владимирская область",1005.99
Первый контейнерный терминал,"Киржач, Владимирская область",793.28
Первый контейнерный терминал,"Юрьев-Польский, Владимирская область",871.96
Первый контейнерный терминал,"Собинка, Владимирская область",863.52
Первый контейнерный терминал,"Волгоград, Волгоградская область",1678.35
Первый контейнерный терминал,"Волжский, Волгоградская область",1711.77
Первый контейнерный терминал,"Камышин, Волгоградская область",1764.93
Первый контейнерный терминал,"Михайловка, Волгоградская область",1496.41
Первый контейнерный терминал,"Урюпинск, Волгоградская область",1402.94
Первый контейнерный терминал,"Фролово, Волгоградская область",1546.63
Первый контейнерный терминал,"Котово, Волгоградская область",1635.44
Первый контейнерный терминал,"Жирновск, Волгоградская область",1582.34
Первый контейнерный терминал,"Котельниково, Волгоградская область",1882.52
Первый контейнерный терминал,"Вологда, Вологодская область",669.16
Первый контейнерный терминал,"Череповец, Вологодская область",550.67
Первый контейнерный терминал,"Сокол, Вологодская область",707.31
Первый контейнерный терминал,"Великий Устюг, Вологодская область",1115.78
Первый контейнерный терминал,"Грязовец, Вологодская область",714.29
Первый контейнерный терминал,"Бабаево, Вологодская область",440.3
Первый контейнерный терминал,"Вытегра, Вологодская область",433.17
Первый контейнерный терминал,"Харовск, Вологодская область",778.6
Первый контейнерный терминал,"Кириллов, Вологодская область",634.04
Первый контейнерный терминал,"Никольск, Вологодская область",1080.2
Первый контейнерный терминал,"Воронеж, Воронежская область",1225.02
Первый контейнерный терминал,"Борисоглебск, Воронежская область",1324.75
Первый контейнерный терминал,"Россошь, Воронежская область",1437.63
Первый контейнерный терминал,"Лиски, Воронежская область",1327.46
Первый контейнерный терминал,"Острогожск, Воронежская область",1349.86
Первый контейнерный терминал,"Нововоронеж, Воронежская область",1276.33
Первый контейнерный терминал,"Павловск, Воронежская область",1387.98
Первый контейнерный терминал,"Бутурлиновка, Воронежская область",1400.11
Первый контейнерный терминал,"Семилуки, Воронежская область",1231.98
Первый контейнерный терминал,"Калач, Воронежская область",1448.29
Первый контейнерный терминал,"Поворино, Воронежская область",1350.42
Первый контейнерный терминал,"Иваново, Ивановская область",1003.77
Первый контейнерный терминал,"Кинешма, Ивановская область",1100.51
Первый контейнерный терминал,"Шуя, Ивановская область",1024.66
Первый контейнерный терминал,"Вичуга, Ивановская область",1068.48
Первый контейнерный терминал,"Фурманов, Ивановская область",1038.79
Первый контейнерный терминал,"Тейково, Ивановская область",984.99
Первый контейнерный терминал,"Кохма, Ивановская область",1007.84
Первый контейнерный терминал,"Родники, Ивановская область",1049.57
Первый контейнерный терминал,"Южа, Ивановская область",1043.58
Первый контейнерный терминал,"Заволжск, Ивановская область",1108.93
Первый контейнерный терминал,"Иркутск, Иркутская область",5867.99
Первый контейнерный терминал,"Братск, Иркутская область",5692.22
Первый контейнерный терминал,"Ангарск, Иркутская область",5833.19
Первый контейнерный терминал,"Усть-Илимск, Иркутская область",5971.61
Первый контейнерный терминал,"Усолье-Сибирское, Иркутская область",5790.24
Первый контейнерный терминал,"Черемхово, Иркутская область",5725.35
Первый контейнерный терминал,"Шелехов, Иркутская область",5878.48
Первый контейнерный терминал,"Тулун, Иркутская область",5471.65
Первый контейнерный терминал,"Саянск, Иркутская область",5606.02
Первый контейнерный терминал,"Нижнеудинск, Иркутская область",5353.37
Первый контейнерный терминал,"Тайшет, Иркутская область",5204.37
Первый контейнерный терминал,"Зима, Иркутская область",5611.46
Первый контейнерный терминал,"Железногорск-Илимский, Иркутская область",5925.32
Первый контейнерный терминал,"Вихоревка, Иркутская область",5675.12
Первый контейнерный терминал,"Калининград, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Советск, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Черняховск, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Балтийск, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Гусев, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Светлый, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Гвардейск, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Пионерский, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Неман, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Озёрск, Калининградская область",машрут не может быть построен
Первый контейнерный терминал,"Калуга, Калужская область",965.71
Первый контейнерный терминал,"Обнинск, Калужская область",803.01
Первый контейнерный терминал,"Людиново, Калужская область",1027.37
Первый контейнерный терминал,"Киров, Калужская область",1054.98
Первый контейнерный терминал,"Малоярославец, Калужская область",824.64
Первый контейнерный терминал,"Балабаново, Калужская область",794.0
Первый контейнерный терминал,"Козельск, Калужская область",1021.55
Первый контейнерный терминал,"Кондрово, Калужская область",880.51
Первый контейнерный терминал,"Сухиничи, Калужская область",952.72
Первый контейнерный терминал,"Таруса, Калужская область",машрут не может быть построен
Первый контейнерный терминал,"Жуков, Калужская область",818.17
Первый контейнерный терминал,"Кемерово, Кемеровская область",4305.67
Первый контейнерный терминал,"Новокузнецк, Кемеровская область",4505.5
Первый контейнерный терминал,"Прокопьевск, Кемеровская область",4479.28
Первый контейнерный терминал,"Ленинск-Кузнецкий, Кемеровская область",4374.29
Первый контейнерный терминал,"Киселёвск, Кемеровская область",4460.6
Первый контейнерный терминал,"Междуреченск, Кемеровская область",4584.04
Первый контейнерный терминал,"Юрга, Кемеровская область",4214.08
Первый контейнерный терминал,"Белово, Кемеровская область",4406.82
Первый контейнерный терминал,"Анжеро-Судженск, Кемеровская область",4388.97
Первый контейнерный терминал,"Берёзовский, Кемеровская область",4335.6
Первый контейнерный терминал,"Осинники, Кемеровская область",4531.79
Первый контейнерный терминал,"Мыски, Кемеровская область",4557.81
Первый контейнерный терминал,"Мариинск, Кемеровская область",4458.23
Первый контейнерный терминал,"Топки, Кемеровская область",4270.87
Первый контейнерный терминал,"Гурьевск, Кемеровская область",4403.26
Первый контейнерный терминал,"Таштагол, Кемеровская область",4659.78
Первый контейнерный терминал,"Полысаево, Кемеровская область",4381.21
Первый контейнерный терминал,"Калтан, Кемеровская область",4543.19
Первый контейнерный терминал,"Салаир, Кемеровская область",4414.29
Первый контейнерный терминал,"Киров, Кировская область",1518.5
Первый контейнерный терминал,"Кирово-Чепецк, Кировская область",1562.85
Первый контейнерный терминал,"Слободской, Кировская область",1542.35
Первый контейнерный терминал,"Вятские Поляны, Кировская область",1694.13
Первый контейнерный терминал,"Котельнич, Кировская область",1396.22
Первый контейнерный терминал,"Омутнинск, Кировская область",1677.02
Первый контейнерный терминал,"Яранск, Кировская область",1569.78
Первый контейнерный терминал,"Советск, Кировская область",1495.0
Первый контейнерный терминал,"Зуевка, Кировская область",1641.83
Первый контейнерный терминал,"Белая Холуница, Кировская область",1587.45
Первый контейнерный терминал,"Малмыж, Кировская область",1691.58
Первый контейнерный терминал,"Нолинск, Кировская область",1695.51
Первый контейнерный терминал,"Кострома, Костромская область",1108.47
Первый контейнерный терминал,"Буй, Костромская область",847.1
Первый контейнерный терминал,"Шарья, Костромская область",1223.29
Первый контейнерный терминал,"Нерехта, Костромская область",машрут не может быть построен
Первый контейнерный терминал,"Мантурово, Костромская область",1370.71
Первый контейнерный терминал,"Галич, Костромская область",905.03
Первый контейнерный терминал,"Волгореченск, Костромская область",1065.61
Первый контейнерный терминал,"Нея, Костромская область",998.88
Первый контейнерный терминал,"Макарьев, Костромская область",1293.29
Первый контейнерный терминал,"Чухлома, Костромская область",946.45
Первый контейнерный терминал,"Курган, Курганская область",2730.78
Первый контейнерный терминал,"Шадринск, Курганская область",2698.15
Первый контейнерный терминал,"Шумиха, Курганская область",2588.32
Первый контейнерный терминал,"Куртамыш, Курганская область",2721.22
Первый контейнерный терминал,"Далматово, Курганская область",2694.79
Первый контейнерный терминал,"Катайск, Курганская область",2667.95
Первый контейнерный терминал,"Петухово, Курганская область",2905.09
Первый контейнерный терминал,"Щучье, Курганская область",2559.76
Первый контейнерный терминал,"Макушино, Курганская область",2858.66
Первый контейнерный терминал,"Курск, Курская область",1238.86
Первый контейнерный терминал,"Железногорск, Курская область",1178.23
Первый контейнерный терминал,"Курчатов, Курская область",1301.19
Первый контейнерный терминал,"Льгов, Курская область",1306.08
Первый контейнерный терминал,"Щигры, Курская область",1241.74
Первый контейнерный терминал,"Рыльск, Курская область",1255.07
Первый контейнерный терминал,"Обоянь, Курская область",1304.11
Первый контейнерный терминал,"Дмитриев-Льговский, Курская область",1207.93
Первый контейнерный терминал,"Суджа, Курская область",1320.51
Первый контейнерный терминал,"Гатчина, Ленинградская область",47.47
Первый контейнерный терминал,"Выборг, Ленинградская область",машрут не может быть построен
Первый контейнерный терминал,"Сосновый Бор, Ленинградская область",95.9
Первый контейнерный терминал,"Тихвин, Ленинградская область",232.88
Первый контейнерный терминал,"Кириши, Ленинградская область",170.08
Первый контейнерный терминал,"Кингисепп, Ленинградская область",128.7
Первый контейнерный терминал,"Всеволожск, Ленинградская область",52.87
Первый контейнерный терминал,"Волхов, Ленинградская область",139.96
Первый контейнерный терминал,"Луга, Ленинградская область",143.04
Первый контейнерный терминал,"Приозерск, Ленинградская область",182.47
Первый контейнерный терминал,"Сланцы, Ленинградская область",178.9
Первый контейнерный терминал,"Пикалёво, Ленинградская область",283.89
Первый контейнерный терминал,"Коммунар, Ленинградская область",51.58
Первый контейнерный терминал,"Никольское, Ленинградская область",49.18
Первый контейнерный терминал,"Отрадное, Ленинградская область",47.0
Первый контейнерный терминал,"Шлиссельбург, Ленинградская область",63.24
Первый контейнерный терминал,"Липецк, Липецкая область",1173.57
Первый контейнерный терминал,"Елец, Липецкая область",1102.12
Первый контейнерный терминал,"Грязи, Липецкая область",1167.14
Первый контейнерный терминал,"Данков, Липецкая область",1088.94
Первый контейнерный терминал,"Лебедянь, Липецкая область",1137.38
Первый контейнерный терминал,"Усмань, Липецкая область",1215.3
Первый контейнерный терминал,"Чаплыгин, Липецкая область",1063.48
Первый контейнерный терминал,"Задонск, Липецкая область",1137.82
Первый контейнерный терминал,"Магадан, Магаданская область",10279.05
Первый контейнерный терминал,"Сусуман, Магаданская область",9652.01
Первый контейнерный терминал,"Ола, Магаданская область",10289.61
Первый контейнерный терминал,"Палатка, Магаданская область",10196.03
Первый контейнерный терминал,"Ягодное, Магаданская область",9757.0
Первый контейнерный терминал,"Усть-Омчуг, Магаданская область",9900.44
Первый контейнерный терминал,"Апрелевка, Московская область",741.85
Первый контейнерный терминал,"Балашиха, Московская область",722.06
Первый контейнерный терминал,"Бронницы, Московская область",767.95
Первый контейнерный терминал,"Верея, Московская область",737.56
Первый контейнерный терминал,"Видное, Московская область",736.88
Первый контейнерный терминал,"Волоколамск, Московская область",680.18
Первый контейнерный терминал,"Воскресенск, Московская область",810.83
Первый контейнерный терминал,"Высоковск, Московская область",620.38
Первый контейнерный терминал,"Голицыно, Московская область",713.31
Первый контейнерный терминал,"Дедовск, Московская область",694.59
Первый контейнерный терминал,"Дзержинский, Московская область",733.24
Первый контейнерный терминал,"Дмитров, Московская область",696.61
Первый контейнерный терминал,"Долгопрудный, Московская область",686.58
Первый контейнерный терминал,"Домодедово, Московская область",749.37
Первый контейнерный терминал,"Дрезна, Московская область",790.95
Первый контейнерный терминал,"Дубна, Московская область",машрут не может быть построен
Первый контейнерный терминал,"Егорьевск, Московская область",846.7
Первый контейнерный терминал,"Жуковский, Московская область",753.33
Первый контейнерный терминал,"Зарайск, Московская область",871.34
Первый контейнерный терминал,"Звенигород, Московская область",693.98
Первый контейнерный терминал,"Ивантеевка, Московская область",719.32
Первый контейнерный терминал,"Истра, Московская область",683.25
Первый контейнерный терминал,"Кашира, Московская область",833.13
Первый контейнерный терминал,"Клин, Московская область",614.21
Первый контейнерный терминал,"Коломна, Московская область",825.61
Первый контейнерный терминал,"Королёв, Московская область",707.39
Первый контейнерный терминал,"Котельники, Московская область",729.56
Первый контейнерный терминал,"Красноармейск, Московская область",726.48
Первый контейнерный терминал,"Красногорск, Московская область",696.43
Первый контейнерный терминал,"Краснозаводск, Московская область",765.0
Первый контейнерный терминал,"Краснознаменск, Московская область",719.1
Первый контейнерный терминал,"Кубинка, Московская область",736.23
Первый контейнерный терминал,"Куровское, Московская область",834.95
Первый контейнерный терминал,"Ликино-Дулёво, Московская область",814.0
Первый контейнерный терминал,"Лобня, Московская область",679.69
Первый контейнерный терминал,"Лосино-Петровский, Московская область",745.09
Первый контейнерный терминал,"Луховицы, Московская область",845.67
Первый контейнерный терминал,"Лыткарино, Московская область",740.9
Первый контейнерный терминал,"Люберцы, Московская область",727.95
Первый контейнерный терминал,"Московский, Московская область",761.42
Первый контейнерный терминал,"Мытищи, Московская область",704.39
Первый контейнерный терминал,"Наро-Фоминск, Московская область",770.47
Первый контейнерный терминал,"Ногинск, Московская область",765.62
Первый контейнерный терминал,"Одинцово, Московская область",713.99
Первый контейнерный терминал,"Ожерелье, Московская область",842.84
Первый контейнерный терминал,"Озёры, Московская область",853.24
Первый контейнерный терминал,"Орехово-Зуево, Московская область",801.13
Первый контейнерный терминал,"Павловский Посад, Московская область",772.55
Первый контейнерный терминал,"Пересвет, Московская область",753.67
Первый контейнерный терминал,"Подольск, Московская область",748.59
Первый контейнерный терминал,"Протвино, Московская область",824.76
Первый контейнерный терминал,"Пушкино, Московская область",718.86
Первый контейнерный терминал,"Пущино, Московская область",821.66
Первый контейнерный терминал,"Раменское, Московская область",759.81
Первый контейнерный терминал,"Реутов, Московская область",716.81
Первый контейнерный терминал,"Рошаль, Московская область",886.46
Первый контейнерный терминал,"Руза, Московская область",711.51
Первый контейнерный терминал,"Сергиев Посад, Московская область",740.13
Первый контейнерный терминал,"Серпухов, Московская область",809.56
Первый контейнерный терминал,"Солнечногорск, Московская область",646.89
Первый контейнерный терминал,"Старая Купавна, Московская область",736.91
Первый контейнерный терминал,"Ступино, Московская область",819.93
Первый контейнерный терминал,"Талдом, Московская область",664.04
Первый контейнерный терминал,"Фрязино, Московская область",732.42
Первый контейнерный терминал,"Химки, Московская область",685.93
Первый контейнерный терминал,"Хотьково, Московская область",732.51
Первый контейнерный терминал,"Черноголовка, Московская область",744.43
Первый контейнерный терминал,"Чехов, Московская область",785.49
Первый контейнерный терминал,"Шатура, Московская область",859.16
Первый контейнерный терминал,"Щёлково, Московская область",723.92
Первый контейнерный терминал,"Щербинка, Московская область",745.36
Первый контейнерный терминал,"Электрогорск, Московская область",774.54
Первый контейнерный терминал,"Электросталь, Московская область",770.37
Первый контейнерный терминал,"Электроугли, Московская область",751.61
Первый контейнерный терминал,"Юбилейный, Московская область",710.17
Первый контейнерный терминал,"Яхрома, Московская область",689.6
Первый контейнерный терминал,"Мурманск, Мурманская область",1354.3
Первый контейнерный терминал,"Апатиты, Мурманская область",1218.0
Первый контейнерный терминал,"Североморск, Мурманская область",1373.47
Первый контейнерный терминал,"Мончегорск, Мурманская область",1223.72
Первый контейнерный терминал,"Кандалакша, Мурманская область",1118.02
Первый контейнерный терминал,"Кировск, Мурманская область",1233.46
Первый контейнерный терминал,"Оленегорск, Мурманская область",1252.28
Первый контейнерный терминал,"Заполярный, Мурманская область",1497.37
Первый контейнерный терминал,"Полярные Зори, Мурманская область",1144.43
Первый контейнерный терминал,"Ковдор, Мурманская область",1258.15
Первый контейнерный терминал,"Полярный, Мурманская область",1398.3
Первый контейнерный терминал,"Снежногорск, Мурманская область",1404.07
Первый контейнерный терминал,"Гаджиево, Мурманская область",1410.32
Первый контейнерный терминал,"Заозёрск, Мурманская область",1444.08
Первый контейнерный терминал,"Нижний Новгород, Нижегородская область",1129.75
Первый контейнерный терминал,"Дзержинск, Нижегородская область",1099.36
Первый контейнерный терминал,"Арзамас, Нижегородская область",1151.12
Первый контейнерный терминал,"Саров, Нижегородская область",1170.69
Первый контейнерный терминал,"Бор, Нижегородская область",1140.11
Первый контейнерный терминал,"Кстово, Нижегородская область",1167.75
Первый контейнерный терминал,"Павлово, Нижегородская область",1088.8
Первый контейнерный терминал,"Выкса, Нижегородская область",1064.7
Первый контейнерный терминал,"Балахна, Нижегородская область",1127.22
Первый контейнерный терминал,"Заволжье, Нижегородская область",1149.59
Первый контейнерный терминал,"Городец, Нижегородская область",1167.56
Первый контейнерный терминал,"Семёнов, Нижегородская область",1195.0
Первый контейнерный терминал,"Лысково, Нижегородская область",1223.98
Первый контейнерный терминал,"Сергач, Нижегородская область",1252.73
Первый контейнерный терминал,"Шахунья, Нижегородская область",1366.06
Первый контейнерный терминал,"Навашино, Нижегородская область",1031.39
Первый контейнерный терминал,"Лукоянов, Нижегородская область",1208.66
Первый контейнерный терминал,"Первомайск, Нижегородская область",1227.87
Первый контейнерный терминал,"Ворсма, Нижегородская область",1103.18
Первый контейнерный терминал,"Великий Новгород, Новгородская область",188.99
Первый контейнерный терминал,"Боровичи, Новгородская область",317.88
Первый контейнерный терминал,"Старая Русса, Новгородская область",297.07
Первый контейнерный терминал,"Валдай, Новгородская область",335.5
Первый контейнерный терминал,"Чудово, Новгородская область",195.01
Первый контейнерный терминал,"Пестово, Новгородская область",437.31
Первый контейнерный терминал,"Окуловка, Новгородская область",275.42
Первый контейнерный терминал,"Малая Вишера, Новгородская область",218.19
Первый контейнерный терминал,"Сольцы, Новгородская область",265.31
Первый контейнерный терминал,"Холм, Новгородская область",401.68
Первый контейнерный терминал,"Новосибирск, Новосибирская область",4041.36
Первый контейнерный терминал,"Бердск, Новосибирская область",4082.86
Первый контейнерный терминал,"Куйбышев, Новосибирская область",3748.74
Первый контейнерный терминал,"Барабинск, Новосибирская область",3738.81
Первый контейнерный терминал,"Карасук, Новосибирская область",4064.53
Первый контейнерный терминал,"Татарск, Новосибирская область",3581.49
Первый контейнерный терминал,"Обь, Новосибирская область",4024.48
Первый контейнерный терминал,"Искитим, Новосибирская область",4103.7
Первый контейнерный терминал,"Тогучин, Новосибирская область",4175.08
Первый контейнерный терминал,"Чулым, Новосибирская область",3914.09
Первый контейнерный терминал,"Кольцово, Новосибирская область",4069.75
Первый контейнерный терминал,"Краснообск, Новосибирская область",4050.81
Первый контейнерный терминал,"Купино, Новосибирская область",3726.53
